proteinname,go_IC
ufd1,nonfunctional rRNA decay
ufd1,ubiquitin-dependent catabolism of misfolded proteins by cytoplasm-associated proteasome
ufd1,ER-associated misfolded protein catabolic process
ufd1,positive regulation of protein localization to nucleus
ufd1,ribosome-associated ubiquitin-dependent protein catabolic process
paf1,regulation of transcription involved in G1/S transition of mitotic cell cycle
paf1,negative regulation of transcription from RNA polymerase II promoter
paf1,chromatin silencing at rDNA
paf1,snoRNA transcription from an RNA polymerase II promoter
paf1,"transcription, DNA-templated"
paf1,"DNA-templated transcription, termination"
paf1,"regulation of transcription, DNA-templated"
paf1,regulation of transcription from RNA polymerase II promoter
paf1,transcription from RNA polymerase I promoter
paf1,transcription elongation from RNA polymerase I promoter
paf1,rRNA processing
paf1,transcription elongation from RNA polymerase II promoter
paf1,histone modification
paf1,mRNA 3'-end processing
paf1,snoRNA 3'-end processing
paf1,regulation of chromatin silencing at telomere
paf1,positive regulation of transcription elongation from RNA polymerase II promoter
paf1,chromatin organization involved in regulation of transcription
paf1,negative regulation of DNA recombination
paf1,regulation of histone H3-K4 methylation
paf1,global genome nucleotide-excision repair
paf1,regulation of transcription-coupled nucleotide-excision repair
paf1,regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues
paf1,positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues
paf1,regulation of histone H2B ubiquitination
paf1,regulation of histone H2B conserved C-terminal lysine ubiquitination
paf1,positive regulation of transcription elongation from RNA polymerase I promoter
paf1,positive regulation of histone H3-K36 trimethylation
mst28,transport
mst28,protein transport
mst28,vesicle organization
mst28,vesicle-mediated transport
rpa43,"transcription, DNA-templated"
rpa43,transcription from RNA polymerase I promoter
rpa43,ribosome biogenesis
rpa43,transcription of nuclear large rRNA transcript from RNA polymerase I promoter
cbf2,mitotic spindle elongation
cbf2,septin ring assembly
cbf2,chromosome segregation
pfy1,actin cytoskeleton organization
pfy1,sequestering of actin monomers
pfy1,intracellular transport
pfy1,positive regulation of formin-nucleated actin cable assembly
ybr184w,biological_process unknown
enb1,transport
enb1,ion transport
enb1,cellular iron ion homeostasis
enb1,ferric-enterobactin transport
enb1,iron ion homeostasis
enb1,transmembrane transport
apd1,biological_process unknown
emc4,protein folding in endoplasmic reticulum
spl2,negative regulation of protein kinase activity
spl2,protein targeting to vacuole
spl2,response to temperature stimulus
spl2,negative regulation of catalytic activity
ydr018c,lipid metabolic process
ydr018c,metabolic process
ydr018c,phospholipid biosynthetic process
sur2,lipid metabolic process
sur2,fatty acid biosynthetic process
sur2,sphingolipid metabolic process
sur2,sphingolipid biosynthetic process
sur2,oxidation-reduction process
yfl065c,biological_process unknown
rrt2,peptidyl-diphthamide biosynthetic process from peptidyl-histidine
rrt2,endocytic recycling
gpi11,GPI anchor biosynthetic process
gpi11,oxidation-reduction process
emg1,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
emg1,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
emg1,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
emg1,rRNA processing
emg1,methylation
emg1,ribosome biogenesis
emg1,ribosomal small subunit biogenesis
emg1,rRNA base methylation
gut2,replicative cell aging
gut2,glycerol metabolic process
gut2,glycerol-3-phosphate metabolic process
gut2,NADH oxidation
gut2,glycerol catabolic process
gut2,oxidation-reduction process
dep1,negative regulation of transcription from RNA polymerase II promoter
dep1,"transcription, DNA-templated"
dep1,"regulation of transcription, DNA-templated"
dep1,regulation of transcription from RNA polymerase II promoter
dep1,covalent chromatin modification
dep1,histone deacetylation
dep1,regulation of DNA-dependent DNA replication initiation
dep1,negative regulation of chromatin silencing at telomere
dep1,positive regulation of transcription from RNA polymerase II promoter
dep1,negative regulation of chromatin silencing at silent mating-type cassette
dep1,negative regulation of chromatin silencing at rDNA
dep1,positive regulation of transcription from RNA polymerase II promoter in response to heat stress
dep1,positive regulation of inositol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter
dep1,negative regulation of inositol biosynthetic process by negative regulation of transcription from RNA polymerase II promoter
dep1,positive regulation of phosphatidylcholine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter
dep1,negative regulation of phosphatidylcholine biosynthetic process by negative regulation of transcription from RNA polymerase II promoter
dep1,positive regulation of phosphatidylserine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter
dep1,negative regulation of phosphatidylserine biosynthetic process by negative regulation of transcription from RNA polymerase II promoter
grx3,cellular iron ion homeostasis
grx3,actin cytoskeleton organization
grx3,positive regulation of histone deacetylation
grx3,cellular response to oxidative stress
grx3,cell redox homeostasis
grx3,oxidation-reduction process
grx3,negative regulation of transcription regulatory region DNA binding
yuh1,proteolysis
yuh1,ubiquitin-dependent protein catabolic process
yuh1,ubiquitin homeostasis
yuh1,protein deubiquitination
hsp60,protein folding
hsp60,'de novo' protein folding
hsp60,response to stress
hsp60,apoptotic mitochondrial changes
hsp60,protein refolding
hsp60,cellular protein metabolic process
hsp60,protein import into mitochondrial intermembrane space
hsp60,protein stabilization
hsp60,chaperone-mediated protein complex assembly
hsp60,protein maturation
hsp60,chaperone-mediated protein folding
tgs1,RNA methylation
tgs1,tRNA processing
tgs1,7-methylguanosine RNA capping
tgs1,nucleologenesis
tgs1,regulation of telomere maintenance via telomerase
tgs1,methylation
tgs1,7-methylguanosine cap hypermethylation
bye1,negative regulation of transcription from RNA polymerase II promoter
bye1,"transcription, DNA-templated"
bye1,"regulation of transcription, DNA-templated"
bms1,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
bms1,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
bms1,rRNA processing
bms1,ribosome biogenesis
bms1,ribosome assembly
rpl12bp,ribosomal large subunit assembly
rpl12bp,cytoplasmic translation
rpl12bp,translation
yel023c,biological_process unknown
yhm2,mitochondrial genome maintenance
yhm2,transport
yhm2,tricarboxylic acid transport
yhm2,mitochondrial citrate transport
yhm2,alpha-ketoglutarate transport
yhm2,tricarboxylic acid transmembrane transport
rtg1,"transcription, DNA-templated"
rtg1,"regulation of transcription, DNA-templated"
rtg1,mitochondria-nucleus signaling pathway
rtg1,positive regulation of transcription from RNA polymerase II promoter
rtg1,cellular response to oleic acid
rim20,invasive growth in response to glucose limitation
rim20,proteolysis
rim20,response to pH
rim20,protein processing
rim20,sporulation resulting in formation of a cellular spore
aro1,metabolic process
aro1,cellular amino acid biosynthetic process
aro1,aromatic amino acid family biosynthetic process
aro1,chorismate biosynthetic process
aro1,phosphorylation
aro1,oxidation-reduction process
ybt1,transport
ybt1,ion transport
ybt1,calcium ion transport
ybt1,bile acid and bile salt transport
ybt1,transmembrane transport
ybt1,ATP hydrolysis coupled anion transmembrane transport
pdr17,phosphatidylserine metabolic process
pdr17,transport
pdr17,lipid transport
pdr17,phospholipid biosynthetic process
pdr17,phospholipid transport
pdr17,sterol biosynthetic process
pdr17,response to drug
pdr17,Golgi to plasma membrane protein transport
pdr17,negative regulation of phosphatidylglycerol biosynthetic process
pdr17,positive regulation of phosphatidylcholine biosynthetic process
rpl31ap,cytoplasmic translation
rpl31ap,translation
rpl31ap,regulation of translational fidelity
tlg2,inositolphosphoceramide metabolic process
tlg2,mannosyl-inositol phosphorylceramide metabolic process
tlg2,transport
tlg2,intracellular protein transport
tlg2,Golgi to vacuole transport
tlg2,endocytosis
tlg2,vesicle fusion
tlg2,protein secretion
tlg2,protein transport
tlg2,vesicle-mediated transport
tlg2,CVT pathway
tlg2,protein exit from endoplasmic reticulum
tlg2,vesicle docking
rcn2,biological_process unknown
ylr053c,biological_process unknown
ypr203w,biological_process unknown
sdd3,biological_process unknown
sdd3,metabolic process
sdd3,protein processing
ylr462w,biological_process unknown
pex30,peroxisome organization
pex30,ER-dependent peroxisome organization
rpn2,ubiquitin-dependent protein catabolic process
rpn2,regulation of protein catabolic process
rpn2,proteasome-mediated ubiquitin-dependent protein catabolic process
rpn2,proteasome assembly
rpn2,regulation of catalytic activity
ddi3,biological_process unknown
ddi3,metabolic process
ddi3,cyanamide metabolic process
aif1,response to singlet oxygen
aif1,apoptotic process
aif1,aerobic electron transport chain
aif1,positive regulation of apoptotic process
aif1,oxidation-reduction process
spo13,sporulation resulting in formation of a cellular spore
spo13,positive regulation of sister chromatid cohesion
spo13,meiotic sister chromatid cohesion
spo13,meiotic cell cycle
spo13,"protein localization to chromosome, centromeric region"
fyv10,protein ubiquitination involved in ubiquitin-dependent protein catabolic process
fyv10,negative regulation of apoptotic process
fyv10,proteasome-mediated ubiquitin-dependent protein catabolic process
fyv10,negative regulation of gluconeogenesis
ubp6,proteolysis
ubp6,ubiquitin-dependent protein catabolic process
ubp6,protein deubiquitination
ubp6,negative regulation of proteasomal protein catabolic process
psk2,regulation of translation
psk2,protein phosphorylation
psk2,signal transduction
psk2,phosphorylation
psk2,negative regulation of glycogen biosynthetic process
psk2,regulation of (1->6)-beta-D-glucan biosynthetic process
psk2,negative regulation of cytoplasmic translation
snt309,"mRNA splicing, via spliceosome"
snt309,mRNA processing
snt309,RNA splicing
yap3,"transcription, DNA-templated"
yap3,"regulation of transcription, DNA-templated"
yap3,regulation of transcription from RNA polymerase II promoter
aco1,mitochondrial genome maintenance
aco1,tricarboxylic acid cycle
aco1,metabolic process
alg11,protein glycosylation
alg11,oligosaccharide-lipid intermediate biosynthetic process
alg11,biosynthetic process
alg11,protein glycosylation in endoplasmic reticulum
alg11,mannosylation
snn1,transport
snn1,endosome organization
snn1,biological_process unknown
snn1,regulation of protein localization
mrh4,rRNA processing
mrh4,RNA secondary structure unwinding
mrh4,RNA metabolic process
mrh4,mitochondrial large ribosomal subunit assembly
ecm32,regulation of translational termination
ecm32,DNA duplex unwinding
fex2,biological_process unknown
fex2,fluoride transmembrane transport
asi1,ubiquitin-dependent protein catabolic process
asi1,protein ubiquitination
asi1,transcription factor catabolic process
asi1,cellular response to amino acid stimulus
ydl180w,biological_process unknown
soh1,DNA repair
soh1,DNA recombination
soh1,meiotic gene conversion
soh1,"transcription, DNA-templated"
soh1,"regulation of transcription, DNA-templated"
soh1,regulation of transcription from RNA polymerase II promoter
soh1,transcription from RNA polymerase II promoter
soh1,meiotic sister chromatid segregation
sec10,transport
sec10,exocytosis
sec10,Golgi to plasma membrane transport
sec10,protein transport
sec10,vesicle docking
sec10,vesicle tethering involved in exocytosis
fre2,ion transport
fre2,copper ion transport
fre2,iron ion transport
fre2,cellular iron ion homeostasis
fre2,copper ion import
fre2,electron transport chain
fre2,iron ion homeostasis
fre2,oxidation-reduction process
ura10,'de novo' pyrimidine nucleobase biosynthetic process
