proteinname,go_IC
bet5,TRAPP complex
bet5,TRAPPI protein complex
bet5,TRAPPII protein complex
bet5,TRAPPIII protein complex
mot2,nucleus
mot2,cytoplasm
mot2,CCR4-NOT core complex
tma23,nucleus
tma23,nucleolus
tma23,ribosome
cct8,cytoplasm
cct8,chaperonin-containing T-complex
prp22,nucleus
prp22,cytoplasm
prp22,U2-type catalytic step 2 spliceosome
prp22,U2-type post-spliceosomal complex
aip1,nucleus
aip1,cytoplasm
aip1,cytoskeleton
aip1,actin filament
aip1,actin cortical patch
aip1,"actomyosin, actin portion"
aip1,mating projection tip
npy1,cytoplasm
npy1,peroxisome
npy1,cytosol
ltp1,nucleus
ltp1,cytoplasm
rpl35bp,intracellular
rpl35bp,cytoplasm
rpl35bp,ribosome
rpl35bp,cytosolic large ribosomal subunit
rpl35bp,intracellular ribonucleoprotein complex
rpl35bp,"preribosome, large subunit precursor"
efm1,nucleus
efm1,cytoplasm
yhr177w,cellular_component unknown
yhr177w,nucleus
yta7,nucleus
yta7,cytosol
yta7,extrinsic component of endoplasmic reticulum membrane
hxt15,plasma membrane
hxt15,integral component of plasma membrane
hxt15,membrane
hxt15,integral component of membrane
hxt15,cell periphery
bap3,mitochondrion
bap3,vacuole
bap3,endoplasmic reticulum
bap3,plasma membrane
bap3,integral component of plasma membrane
bap3,membrane
bap3,integral component of membrane
vma4,"vacuolar proton-transporting V-type ATPase, V1 domain"
vma4,fungal-type vacuole membrane
vma4,vacuole
vma4,vacuolar membrane
vma4,membrane
vma4,integral component of membrane
vma4,"proton-transporting two-sector ATPase complex, catalytic domain"
oms1,mitochondrion
oms1,mitochondrial envelope
oms1,mitochondrial inner membrane
oms1,membrane
oms1,integral component of membrane
yaf9,"chromosome, telomeric region"
yaf9,Swr1 complex
yaf9,nucleus
yaf9,cytoplasm
yaf9,NuA4 histone acetyltransferase complex
pex29,peroxisome
pex29,peroxisomal membrane
pex29,endoplasmic reticulum
pex29,membrane
pex29,integral component of membrane
uga4,fungal-type vacuole membrane
uga4,vacuole
uga4,vacuolar membrane
uga4,integral component of plasma membrane
uga4,membrane
uga4,integral component of membrane
cwp1,fungal-type vacuole
cwp1,extracellular region
cwp1,cell wall
cwp1,prospore membrane
cwp1,fungal-type cell wall
cwp1,membrane
cwp1,anchored component of membrane
cwp1,cellular birth scar
sec26,Golgi membrane
sec26,cytoplasm
sec26,Golgi apparatus
sec26,membrane
sec26,membrane coat
sec26,COPI vesicle coat
sec26,coated vesicle
sec26,COPI-coated vesicle membrane
sec26,cytoplasmic vesicle
rpl16bp,cytoplasm
rpl16bp,ribosome
rpl16bp,large ribosomal subunit
rpl16bp,cytosolic large ribosomal subunit
rpl16bp,intracellular ribonucleoprotein complex
cox13,mitochondrion
cox13,mitochondrial inner membrane
cox13,mitochondrial respiratory chain complex IV
cox13,membrane
cox13,integral component of membrane
fet5,fungal-type vacuole membrane
fet5,endoplasmic reticulum
fet5,plasma membrane
fet5,membrane
fet5,integral component of membrane
fet5,high-affinity iron permease complex
set2,nucleus
set2,chromosome
set2,cytosol
ubx5,nucleus
ubx5,cytoplasm
taf12,SAGA complex
taf12,nucleus
taf12,transcription factor TFIID complex
taf12,SLIK (SAGA-like) complex
ulp1,nuclear envelope
ulp1,nuclear pore
ulp1,nucleolus
las21,endoplasmic reticulum
las21,endoplasmic reticulum membrane
las21,integral component of plasma membrane
las21,membrane
las21,integral component of membrane
las21,integral component of endoplasmic reticulum membrane
fig4,fungal-type vacuole membrane
fig4,vacuole
fig4,vacuolar membrane
fig4,membrane
fig4,extrinsic component of membrane
fig4,nuclear periphery
fig4,PAS complex
she2,nucleus
she2,nucleolus
she2,cytoplasm
she2,endoplasmic reticulum membrane
she2,cytosol
she2,cellular bud tip
rev1,nuclear chromatin
rev1,nucleus
rev1,replication fork
rev1,cytoplasm
rev1,mitochondrion
sec15,incipient cellular bud site
sec15,exocyst
sec15,prospore membrane
sec15,cytoplasm
sec15,plasma membrane
sec15,cellular bud tip
sec15,cellular bud neck
sec15,membrane
sec15,mating projection tip
prm9,endoplasmic reticulum
prm9,Golgi apparatus
prm9,plasma membrane
prm9,membrane
prm9,integral component of membrane
dam1,"chromosome, centromeric region"
dam1,kinetochore
dam1,condensed chromosome kinetochore
dam1,condensed nuclear chromosome kinetochore
dam1,nucleus
dam1,chromosome
dam1,cytoplasm
dam1,spindle
dam1,kinetochore microtubule
dam1,cytoskeleton
dam1,microtubule
dam1,DASH complex
dam1,mitotic spindle pole body
dam1,spindle midzone
dam1,mitotic spindle
dam1,mitotic spindle polar microtubule
hda2,nucleus
hda2,cytosol
hda2,HDA1 complex
dpb3,nucleus
dpb3,epsilon DNA polymerase complex
bud6,incipient cellular bud site
bud6,polarisome
bud6,prospore membrane
bud6,spindle pole body
bud6,cellular bud tip
bud6,cellular bud neck
bud6,mating projection tip
rna1,"chromosome, telomeric region"
rna1,nucleus
rna1,cytoplasm
rna1,cytosol
rna1,integral component of membrane
sor1,cellular_component unknown
yen1,nucleus
yen1,cytoplasm
wss1,nucleus
wss1,nuclear envelope
pch2,nucleus
pch2,chromosome
pch2,nucleolus
rrd1,protein phosphatase type 2A complex
rrd1,nuclear chromatin
rrd1,nucleus
rrd1,cytoplasm
yil102c,cellular_component unknown
ree1,cytoplasm
bdf1,nuclear chromatin
bdf1,Swr1 complex
bdf1,nucleus
csg2,fungal-type vacuole
csg2,endoplasmic reticulum
csg2,endoplasmic reticulum membrane
csg2,membrane
csg2,integral component of membrane
csg2,integral component of endoplasmic reticulum membrane
swc3,Swr1 complex
swc3,nucleus
swc3,mitochondrion
gpx2,nucleus
gpx2,cytoplasm
gpx2,extrinsic component of mitochondrial inner membrane
gpx2,extrinsic component of mitochondrial outer membrane
fzo1,mitochondrion
fzo1,mitochondrial outer membrane
fzo1,mitochondrial inner membrane
fzo1,membrane
fzo1,integral component of membrane
fzo1,integral component of mitochondrial outer membrane
fzo1,mitochondrial membrane
kip2,cytoplasm
kip2,mitochondrion
kip2,cytoskeleton
kip2,kinesin complex
kip2,microtubule
kip2,microtubule associated complex
kip2,cytoplasmic microtubule
jjj3,nucleus
jjj3,cytoplasm
btn2,nucleus
btn2,cytoplasm
btn2,endosome
btn2,late endosome
btn2,cytosol
btn2,nuclear periphery
btn2,perinuclear region of cytoplasm
atg21,fungal-type vacuole membrane
atg21,cytoplasm
atg21,endosome
atg21,vacuole
atg21,cytosol
atg21,extrinsic component of membrane
atg21,pre-autophagosomal structure membrane
atg21,PAS complex
lsm2,P-body
lsm2,nucleus
lsm2,spliceosomal complex
lsm2,U6 snRNP
lsm2,nucleolus
lsm2,small nucleolar ribonucleoprotein complex
lsm2,cytoplasm
lsm2,intracellular ribonucleoprotein complex
lsm2,U4/U6 x U5 tri-snRNP complex
lsm2,precatalytic spliceosome
lsm2,catalytic step 2 spliceosome
lsm2,Lsm1-7-Pat1 complex
ylr257w,cytoplasm
dpb4,nucleus
dpb4,epsilon DNA polymerase complex
dpb4,CHRAC
bni4,incipient cellular bud site
bni4,cellular bud neck
bni4,septin ring
bni4,cellular bud neck septin collar
vam6,fungal-type vacuole
vam6,fungal-type vacuole membrane
vam6,vacuole
vam6,vacuolar membrane
vam6,membrane
vam6,HOPS complex
vam6,vacuole-mitochondrion membrane contact site
nip7,nucleus
nip7,nucleolus
nip7,cytoplasm
nip7,cytosolic large ribosomal subunit
nip7,"preribosome, large subunit precursor"
odc2,mitochondrion
odc2,mitochondrial inner membrane
odc2,membrane
odc2,integral component of membrane
yhr210c,cellular_component unknown
prs5,ribose phosphate diphosphokinase complex
prs5,cytoplasm
ura3,cytosol
pam18,presequence translocase-associated import motor
pam18,mitochondrion
pam18,mitochondrial inner membrane
pam18,mitochondrial inner membrane presequence translocase complex
pam18,membrane
pam18,integral component of membrane
ylr464w,cellular_component unknown
rps14bp,intracellular
rps14bp,nucleus
rps14bp,nucleolus
rps14bp,cytoplasm
rps14bp,ribosome
rps14bp,cytosolic small ribosomal subunit
rps14bp,intracellular ribonucleoprotein complex
rps14bp,small-subunit processome
esc1,"nuclear chromosome, telomeric region"
esc1,nucleus
esc1,nuclear periphery
spt8,SAGA complex
spt8,nucleus
ysc84,cytoplasm
ysc84,cytosol
ysc84,cytoskeleton
ysc84,actin cortical patch
ysc84,ruffle membrane
pau6,fungal-type vacuole
pau6,cellular_component unknown
pau6,fungal-type cell wall
yfr016c,cell
yfr016c,cytoplasm
yfr016c,cellular bud
yjr061w,cellular_component unknown
hmg2,proteasome complex
hmg2,nucleus
hmg2,nuclear envelope
hmg2,peroxisomal membrane
hmg2,endoplasmic reticulum
hmg2,endoplasmic reticulum membrane
hmg2,membrane
hmg2,integral component of membrane
hmg2,nuclear periphery
fyv6,"chromosome, telomeric region"
fyv6,nucleus
fyv6,chromosome
prk1,cytoplasm
prk1,cytoskeleton
prk1,actin cortical patch
prk1,mating projection tip
lpx1,peroxisome
lpx1,peroxisomal matrix
end3,cytoplasm
end3,endosome
end3,cytoskeleton
end3,plasma membrane
end3,endosome membrane
end3,membrane
end3,actin cortical patch
end3,mating projection tip
end3,cell periphery
mup1,fungal-type vacuole
mup1,plasma membrane
mup1,integral component of plasma membrane
mup1,membrane
mup1,integral component of membrane
mup1,cell periphery
ett1,nucleus
ybr287w,endoplasmic reticulum
ybr287w,membrane
ybr287w,integral component of membrane
grx4,nucleus
sps22,cytosol
sps22,plasma membrane
sps22,fungal-type cell wall
sps22,membrane
sps22,anchored component of membrane
rpl13bp,intracellular
rpl13bp,cytoplasm
rpl13bp,ribosome
rpl13bp,cytosolic large ribosomal subunit
rpl13bp,intracellular ribonucleoprotein complex
lys20,nucleus
lys20,cytoplasm
lys20,mitochondrion
gpg1,cellular_component unknown
gpg1,cytoplasm
glo4,mitochondrion
glo4,mitochondrial matrix
ubp13,cellular_component unknown
ups2,mitochondrion
ups2,mitochondrial inner membrane
ups2,mitochondrial intermembrane space
ups2,membrane
ups2,extrinsic component of mitochondrial inner membrane
tos6,extracellular region
tos6,cell wall
tos6,cytosol
tos6,fungal-type cell wall
tos6,membrane
tos6,anchored component of membrane
zds1,incipient cellular bud site
zds1,nuclear pore
zds1,cytoplasm
zds1,cellular bud tip
zds1,cellular bud neck
zds1,cell septum
osh2,nuclear envelope
osh2,endoplasmic reticulum
osh2,plasma membrane
osh2,cellular bud neck
osh2,membrane
osh2,cortical endoplasmic reticulum
osh2,cell periphery
leo1,nucleus
leo1,nucleoplasm
leo1,Cdc73/Paf1 complex
cos6,fungal-type vacuole
cos6,endosome
cos6,membrane
cos6,integral component of membrane
cdc10,cellular bud neck septin ring
cdc10,mating projection base
cdc10,prospore membrane
cdc10,spindle microtubule
cdc10,cellular bud neck
cdc10,membrane
cdc10,septin complex
cdc10,septin filament array
cdc10,ascospore-type prospore
cdc10,mating projection tip
cdc10,meiotic spindle
mss11,nucleus
mss11,cytoplasm
pds1,nucleus
pds1,cytoplasm
pds1,spindle
rsc58,nucleus
rsc58,RSC complex
fur4,fungal-type vacuole
fur4,plasma membrane
fur4,membrane
fur4,integral component of membrane
fur4,membrane raft
fur4,cell periphery
gpi13,endoplasmic reticulum
gpi13,endoplasmic reticulum membrane
gpi13,membrane
gpi13,integral component of membrane
pau18,cellular_component unknown
pau18,fungal-type cell wall
om14,mitochondrion
om14,mitochondrial outer membrane
om14,membrane
om14,integral component of membrane
om14,integral component of mitochondrial outer membrane
vps20,ESCRT III complex
vps20,cytoplasm
vps20,endosome
vps20,vacuole
vps20,vacuolar membrane
vps20,cytosol
vps20,endosome membrane
vps20,membrane
hul4,intracellular
hul4,prospore membrane
hul4,nucleus
hul4,cytoplasm
hul4,TRAMP complex
smc1,nucleus
smc1,chromosome
smc1,cohesin complex
smc1,nuclear mitotic cohesin complex
ark1,cytoplasm
ark1,cytoskeleton
ark1,actin cortical patch
ark1,mating projection tip
gcr2,nucleus
gcr2,nuclear envelope
coq11,mitochondrion
rad9,chromatin
rad9,nucleus
svs1,fungal-type vacuole
svs1,fungal-type cell wall
svs1,cell periphery
sim1,extracellular region
sim1,cell wall
sim1,endoplasmic reticulum
sim1,fungal-type cell wall
sim1,cell surface
sim1,organelle
faa4,cytoplasm
faa4,lipid particle
faa4,plasma membrane
faa4,cytoplasmic stress granule
sgv1,cyclin-dependent protein kinase holoenzyme complex
sgv1,nuclear chromatin
sgv1,nucleus
lcb2,cytoplasm
lcb2,endoplasmic reticulum
lcb2,membrane
lcb2,integral component of membrane
lcb2,serine C-palmitoyltransferase complex
lcb2,SPOTS complex
ypk9,fungal-type vacuole membrane
ypk9,vacuole
ypk9,vacuolar membrane
ypk9,integral component of plasma membrane
ypk9,membrane
ypk9,integral component of membrane
ypk9,vacuole-mitochondrion membrane contact site
sba1,nucleus
sba1,cytoplasm
sen15,tRNA-intron endonuclease complex
sen15,nucleus
sen15,mitochondrion
sen15,mitochondrial outer membrane
sen15,endomembrane system
sen15,membrane
yjl043w,cytoplasm
yjl043w,mitochondrion
erg9,mitochondrion
erg9,mitochondrial outer membrane
erg9,endoplasmic reticulum
erg9,endoplasmic reticulum membrane
erg9,membrane
erg9,integral component of membrane
erg9,intracellular membrane-bounded organelle
mdn1,nucleus
mdn1,nucleoplasm
mdn1,mitochondrion
mdn1,"preribosome, large subunit precursor"
pap1,nucleus
pap1,nucleoplasm
pap1,mRNA cleavage and polyadenylation specificity factor complex
rnh202,nucleus
rnh202,ribonuclease H2 complex
coq9,mitochondrion
coq9,mitochondrial inner membrane
coq9,membrane
bug1,cytoplasm
bug1,Golgi apparatus
bug1,cis-Golgi network
bug1,membrane
lee1,cellular_component unknown
yil054w,cellular_component unknown
yil054w,membrane
yil054w,integral component of membrane
mrx5,mitochondrion
yil001w,cytoplasm
yil001w,SCF ubiquitin ligase complex
atg5,pre-autophagosomal structure
atg5,nucleus
atg5,cytoplasm
atg5,autophagosome
atg5,cytosol
atg5,membrane
atg5,pre-autophagosomal structure membrane
atg5,Atg12-Atg5-Atg16 complex
ppe1,mitochondrial small ribosomal subunit
ubs1,nucleus
ymr1,cytoplasm
mlp2,nucleus
mlp2,nuclear envelope
mlp2,nuclear pore
mlp2,nucleoplasm
mlp2,cytoplasm
mlp2,mitochondrion
mlp2,spindle pole body
mlp2,cytoskeleton
mlp2,integral component of membrane
mlp2,intracellular ribonucleoprotein complex
mlp2,nuclear pore nuclear basket
smc2,condensin complex
smc2,nuclear condensin complex
smc2,nucleus
smc2,chromosome
smc2,cytoplasm
smc2,mitochondrion
dos2,cytoplasm
smm1,nucleus
smm1,cytoplasm
smm1,cytosol
orm2,endoplasmic reticulum
orm2,endoplasmic reticulum membrane
orm2,membrane
orm2,integral component of membrane
orm2,SPOTS complex
rtg3,nucleus
rtg3,cytoplasm
cdc9,nucleus
cdc9,replication fork
cdc9,mitochondrion
cdc16,nucleus
cdc16,anaphase-promoting complex
cdc16,cytosol
isy1,Prp19 complex
isy1,nucleus
isy1,spliceosomal complex
isy1,cytoplasm
isy1,U2-type catalytic step 1 spliceosome
isy1,U2-type catalytic step 2 spliceosome
isy1,post-mRNA release spliceosomal complex
isy1,post-spliceosomal complex
gtr2,fungal-type vacuole membrane
gtr2,nuclear chromatin
gtr2,nucleus
gtr2,cytoplasm
gtr2,lysosome
gtr2,vacuole
gtr2,vacuolar membrane
gtr2,membrane
gtr2,integral component of membrane
gtr2,late endosome membrane
gtr2,EGO complex
gtr2,Gtr1-Gtr2 GTPase complex
oar1,mitochondrion
nfi1,nuclear chromatin
nfi1,nucleus
nfi1,cytoplasm
lst8,Golgi membrane
lst8,vacuole
lst8,vacuolar membrane
lst8,cytosol
lst8,plasma membrane
lst8,endosome membrane
lst8,membrane
lst8,extrinsic component of cytoplasmic side of plasma membrane
lst8,TORC1 complex
lst8,TORC2 complex
lst8,nuclear periphery
ypt32,Golgi membrane
ypt32,mitochondrial outer membrane
ypt32,endosome
ypt32,Golgi apparatus
ypt32,cytosol
ypt32,cellular bud neck
ypt32,membrane
ypt32,recycling endosome
tti2,nucleus
tti2,cytoplasm
tti2,ASTRA complex
cne1,endoplasmic reticulum
cne1,endoplasmic reticulum membrane
cne1,membrane
cne1,integral component of membrane
cne1,integral component of endoplasmic reticulum membrane
sap185,cytoplasm
sap185,mitochondrion
rim15,nucleus
rim15,cytoplasm
yml108w,nucleus
yml108w,cytoplasm
psy3,nucleus
psy3,replication fork
psy3,cytoplasm
psy3,cytosol
psy3,Rad51B-Rad51C-Rad51D-XRCC2 complex
psy3,site of double-strand break
psy3,Shu complex
ymr310c,nucleus
mrpl16,intracellular
mrpl16,mitochondrion
mrpl16,mitochondrial large ribosomal subunit
mrpl16,ribosome
mrpl16,intracellular ribonucleoprotein complex
yhl042w,fungal-type vacuole
yhl042w,cellular_component unknown
yhl042w,endosome
yhl042w,membrane
caf120,cellular_component unknown
caf120,nucleus
caf120,cytoplasm
caf120,cellular bud neck
caf120,CCR4-NOT complex
sgf29,SAGA complex
sgf29,nucleus
sgf29,Ada2/Gcn5/Ada3 transcription activator complex
anr2,cytoplasm
anr2,endoplasmic reticulum
anr2,lipid particle
anr2,membrane
anr2,integral component of membrane
crh1,incipient cellular bud site
crh1,extracellular region
crh1,cell wall
crh1,fungal-type cell wall
crh1,membrane
crh1,anchored component of membrane
crh1,cell periphery
alg8,endoplasmic reticulum
alg8,endoplasmic reticulum membrane
alg8,membrane
alg8,integral component of membrane
pip2,nucleus
pip2,integral component of membrane
pip2,Pip2-Oaf1 complex
dap2,fungal-type vacuole membrane
dap2,vacuole
dap2,vacuolar membrane
dap2,membrane
dap2,integral component of membrane
ynr048w,endoplasmic reticulum
ynr048w,trans-Golgi network
ynr048w,membrane
ynr048w,integral component of membrane
rsm19,mitochondrion
rsm19,mitochondrial small ribosomal subunit
rsm19,ribosome
rsm19,cytosolic small ribosomal subunit
rsm19,intracellular ribonucleoprotein complex
sla1,nucleus
sla1,cytoplasm
sla1,endosome
sla1,cytoskeleton
sla1,plasma membrane
sla1,cellular bud neck
sla1,cell cortex
sla1,endosome membrane
sla1,membrane
sla1,actin cortical patch
sla1,mating projection tip
hst4,"chromosome, telomeric region"
hst4,nucleus
hst4,cytoplasm
hst4,mitochondrion
skm1,nucleus
skm1,cytoplasm
skm1,plasma membrane
vas1,cytoplasm
vas1,mitochondrion
vas1,cytosol
tsc10,cytoplasm
tsc10,mitochondrial outer membrane
tsc10,endoplasmic reticulum
tsc10,endoplasmic reticulum membrane
tsc10,lipid particle
tsc10,membrane
tsc10,integral component of membrane
phm7,fungal-type vacuole
phm7,endoplasmic reticulum
phm7,plasma membrane
phm7,membrane
phm7,integral component of membrane
prp45,nucleus
prp45,spliceosomal complex
prp45,U2-type catalytic step 1 spliceosome
prp45,U2-type catalytic step 2 spliceosome
prp45,post-mRNA release spliceosomal complex
kcc4,incipient cellular bud site
kcc4,nucleus
kcc4,plasma membrane
kcc4,cellular bud neck
kcc4,septin ring
kcc4,cellular bud neck septin collar
mrpl17,mitochondrion
mrpl17,mitochondrial large ribosomal subunit
mrpl17,ribosome
mrpl17,intracellular ribonucleoprotein complex
tip20,endoplasmic reticulum
tip20,endoplasmic reticulum membrane
