proteinname,go_IC
gat2,RNA polymerase II transcription factor binding
gat2,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"
gat2,DNA binding
gat2,chromatin binding
gat2,"transcription factor activity, sequence-specific DNA binding"
gat2,zinc ion binding
gat2,sequence-specific DNA binding
gat2,metal ion binding
mrx8,nucleotide binding
mrx8,molecular_function unknown
mrx8,GTPase activity
mrx8,GTP binding
mrx8,metal ion binding
bna3,catalytic activity
bna3,arylformamidase activity
bna3,transaminase activity
bna3,kynurenine-oxoglutarate transaminase activity
bna3,transferase activity
bna3,pyridoxal phosphate binding
bna3,2-aminoadipate transaminase activity
crc1,carnitine
crc1,acyl carnitine antiporter activity
egt2,cellulase activity
eeb1,alcohol O-acetyltransferase activity
eeb1,transferase activity
eeb1,"transferase activity, transferring acyl groups"
eeb1,hydrolase activity
eeb1,alcohol O-octanoyltransferase activity
eeb1,short-chain carboxylesterase activity
eeb1,acylglycerol lipase activity
eeb1,carboxylic ester hydrolase activity
sgn1,nucleotide binding
sgn1,nucleic acid binding
sgn1,RNA binding
sgn1,poly(A) binding
taz1,transferase activity
taz1,"transferase activity, transferring acyl groups"
taz1,1-acylglycerophosphocholine O-acyltransferase activity
ufd1,polyubiquitin binding
ufd1,ubiquitin binding
paf1,"transcription factor activity, RNA polymerase II core promoter sequence-specific"
paf1,RNA polymerase II core binding
paf1,"transcription factor activity, RNA polymerase II transcription factor binding"
paf1,"transcription factor activity, TFIIF-class transcription factor binding"
paf1,chromatin binding
paf1,RNA polymerase II C-terminal domain phosphoserine binding
mst28,molecular_function unknown
rpa43,RNA polymerase I activity
rpa43,DNA-directed 5'-3' RNA polymerase activity
cbf2,DNA binding
cbf2,"DNA binding, bending"
cbf2,centromeric DNA binding
pfy1,actin binding
pfy1,actin monomer binding
pfy1,"phosphatidylinositol-4,5-bisphosphate binding"
pfy1,proline-rich region binding
ybr184w,molecular_function unknown
enb1,ferric-enterobactin transmembrane transporter activity
apd1,molecular_function unknown
emc4,molecular_function unknown
spl2,enzyme inhibitor activity
spl2,protein kinase inhibitor activity
ydr018c,transferase activity
ydr018c,"transferase activity, transferring acyl groups"
sur2,sphingosine hydroxylase activity
sur2,iron ion binding
sur2,oxidoreductase activity
sur2,sphingolipid delta-4 desaturase activity
yfl065c,molecular_function unknown
rrt2,molecular_function unknown
rrt2,hydrolase activity
rrt2,diphthine methylesterase activity
gpi11,oxidoreductase activity
gpi11,mannose-ethanolamine phosphotransferase activity
emg1,RNA binding
emg1,methyltransferase activity
emg1,transferase activity
emg1,rRNA binding
emg1,rRNA (pseudouridine) methyltransferase activity
gut2,glycerol-3-phosphate dehydrogenase activity
gut2,oxidoreductase activity
gut2,sn-glycerol-3-phosphate
gut2,ubiquinone oxidoreductase activity
gut2,sn-glycerol-3-phosphate
gut2,ubiquinone-8 oxidoreductase activity
dep1,molecular_function unknown
dep1,histone deacetylase activity
dep1,histone deacetylase binding
grx3,RNA polymerase II activating transcription factor binding
grx3,electron carrier activity
grx3,protein disulfide oxidoreductase activity
grx3,disulfide oxidoreductase activity
grx3,metal ion binding
grx3,iron-sulfur cluster binding
grx3,"2 iron, 2 sulfur cluster binding"
yuh1,thiol-dependent ubiquitin-specific protease activity
yuh1,peptidase activity
yuh1,cysteine-type peptidase activity
yuh1,hydrolase activity
yuh1,thiol-dependent ubiquitinyl hydrolase activity
hsp60,nucleotide binding
hsp60,DNA replication origin binding
hsp60,single-stranded DNA binding
hsp60,ATP binding
hsp60,ATPase activity
hsp60,protein binding involved in protein folding
hsp60,unfolded protein binding
hsp60,chaperone binding
tgs1,methyltransferase activity
tgs1,RNA methyltransferase activity
tgs1,transferase activity
tgs1,RNA trimethylguanosine synthase activity
bye1,chromatin binding
bye1,zinc ion binding
bye1,methylated histone binding
bye1,metal ion binding
bms1,nucleotide binding
bms1,mRNA binding
bms1,GTPase activity
bms1,ATP binding
bms1,GTP binding
bms1,U3 snoRNA binding
rpl12bp,RNA binding
rpl12bp,structural constituent of ribosome
rpl12bp,rRNA binding
yel023c,molecular_function unknown
yhm2,DNA binding
yhm2,tricarboxylate secondary active transmembrane transporter activity
rtg1,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
rtg1,DNA binding
rtg1,protein dimerization activity
rim20,molecular_function unknown
aro1,nucleotide binding
aro1,catalytic activity
aro1,3-dehydroquinate dehydratase activity
aro1,3-dehydroquinate synthase activity
aro1,3-phosphoshikimate 1-carboxyvinyltransferase activity
aro1,shikimate 3-dehydrogenase (NADP+) activity
aro1,shikimate kinase activity
aro1,ATP binding
aro1,kinase activity
aro1,oxidoreductase activity
aro1,transferase activity
aro1,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
aro1,lyase activity
aro1,metal ion binding
ybt1,nucleotide binding
ybt1,ATP binding
ybt1,bile acid-exporting ATPase activity
ybt1,ATPase activity
ybt1,nucleoside-triphosphatase activity
ybt1,"ATPase activity, coupled to transmembrane movement of substances"
pdr17,phosphatidylcholine transporter activity
pdr17,phosphatidylinositol transporter activity
rpl31ap,structural constituent of ribosome
tlg2,SNARE binding
tlg2,SNAP receptor activity
rcn2,molecular_function unknown
ylr053c,molecular_function unknown
ypr203w,molecular_function unknown
sdd3,molecular_function unknown
sdd3,catalytic activity
sdd3,metalloendopeptidase activity
sdd3,zinc ion binding
sdd3,metal ion binding
ylr462w,molecular_function unknown
pex30,molecular_function unknown
rpn2,endopeptidase activity
rpn2,enzyme regulator activity
rpn2,"protein binding, bridging"
ddi3,molecular_function unknown
ddi3,catalytic activity
ddi3,phosphoric diester hydrolase activity
ddi3,lyase activity
ddi3,cyanamide hydratase activity
ddi3,metal ion binding
aif1,NAD(P)H dehydrogenase (quinone) activity
aif1,oxidoreductase activity
aif1,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
aif1,flavin adenine dinucleotide binding
spo13,molecular_function unknown
fyv10,ubiquitin-protein transferase activity
ubp6,thiol-dependent ubiquitin-specific protease activity
ubp6,peptidase activity
ubp6,cysteine-type peptidase activity
ubp6,hydrolase activity
ubp6,thiol-dependent ubiquitinyl hydrolase activity
psk2,nucleotide binding
psk2,protein kinase activity
psk2,protein serine/threonine kinase activity
psk2,signal transducer activity
psk2,ATP binding
psk2,kinase activity
psk2,transferase activity
psk2,"transferase activity, transferring phosphorus-containing groups"
snt309,first spliceosomal transesterification activity
yap3,DNA binding
yap3,"transcription factor activity, sequence-specific DNA binding"
yap3,sequence-specific DNA binding
aco1,double-stranded DNA binding
aco1,single-stranded DNA binding
aco1,aconitate hydratase activity
aco1,lyase activity
aco1,metal ion binding
aco1,iron-sulfur cluster binding
aco1,"4 iron, 4 sulfur cluster binding"
aco1,isocitrate hydro-lyase (cis-aconitate-forming) activity
alg11,"alpha-1,2-mannosyltransferase activity"
alg11,GDP-Man
alg11,"Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity"
alg11,transferase activity
alg11,"transferase activity, transferring glycosyl groups"
snn1,molecular_function unknown
mrh4,nucleotide binding
mrh4,nucleic acid binding
mrh4,RNA binding
mrh4,RNA helicase activity
mrh4,ATP-dependent RNA helicase activity
mrh4,helicase activity
mrh4,ATP binding
mrh4,ATP-dependent helicase activity
mrh4,hydrolase activity
mrh4,mitochondrial ribosomal large subunit rRNA binding
ecm32,nucleotide binding
ecm32,DNA binding
ecm32,DNA helicase activity
ecm32,RNA binding
ecm32,RNA helicase activity
ecm32,mRNA binding
ecm32,helicase activity
ecm32,ATP binding
ecm32,hydrolase activity
fex2,molecular_function unknown
fex2,fluoride transmembrane transporter activity
asi1,ubiquitin-protein transferase activity
asi1,metal ion binding
ydl180w,molecular_function unknown
soh1,RNA polymerase II transcription cofactor activity
soh1,molecular_function unknown
soh1,transcription coactivator activity
sec10,molecular_function unknown
fre2,ferric-chelate reductase activity
fre2,oxidoreductase activity
fre2,metal ion binding
fre2,ferric-chelate reductase (NADPH) activity
ura10,orotate phosphoribosyltransferase activity
ura10,transferase activity
ura10,"transferase activity, transferring glycosyl groups"
lsp1,lipid binding
cln1,cyclin-dependent protein serine/threonine kinase regulator activity
sho1,osmosensor activity
sho1,MAP-kinase scaffold activity
dnf3,nucleotide binding
dnf3,magnesium ion binding
dnf3,phospholipid-translocating ATPase activity
dnf3,ATP binding
dnf3,hydrolase activity
dnf3,cation-transporting ATPase activity
dnf3,metal ion binding
gcn4,RNA polymerase II core promoter proximal region sequence-specific DNA binding
gcn4,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
gcn4,"transcription factor activity, TFIID-class binding"
gcn4,"transcription factor activity, RNA polymerase II transcription factor recruiting"
gcn4,"transcriptional activator activity, RNA polymerase II transcription factor binding"
gcn4,"transcriptional repressor activity, RNA polymerase II transcription factor binding"
gcn4,DNA binding
gcn4,chromatin binding
gcn4,"transcription factor activity, sequence-specific DNA binding"
gcn4,sequence-specific DNA binding
gex2,antiporter activity
gex2,solute
gex2,proton antiporter activity
gex2,siderophore transmembrane transporter activity
sec20,SNAP receptor activity
yll066c,nucleotide binding
yll066c,nucleic acid binding
yll066c,helicase activity
yll066c,ATP binding
yll066c,ATP-dependent helicase activity
yll066c,hydrolase activity
alt2,catalytic activity
alt2,L-alanine
alt2,2-oxoglutarate aminotransferase activity
alt2,transaminase activity
alt2,transferase activity
alt2,pyridoxal phosphate binding
pet117,molecular_function unknown
mal32,catalytic activity
mal32,"alpha-1,4-glucosidase activity"
mal32,sucrose alpha-glucosidase activity
mal32,hydrolase activity
mal32,"hydrolase activity, acting on glycosyl bonds"
mal32,maltose alpha-glucosidase activity
mal32,"glucan 1,4-alpha-maltotriohydrolase activity"
mal32,cation binding
ham1,nucleotide binding
ham1,dUTP diphosphatase activity
ham1,nucleotide diphosphatase activity
ham1,dATP pyrophosphohydrolase activity
ham1,hydrolase activity
ham1,NADH pyrophosphatase activity
ham1,dITP diphosphatase activity
ham1,dGTP diphosphatase activity
ham1,dTTP diphosphatase activity
ham1,GTP diphosphatase activity
ham1,ITP diphosphatase activity
ham1,UTP diphosphatase activity
ham1,XTP diphosphatase activity
ham1,metal ion binding
ham1,nucleoside-triphosphate diphosphatase activity
ham1,dCTP diphosphatase activity
chs3,chitin synthase activity
chs3,transferase activity
chs3,"transferase activity, transferring glycosyl groups"
chs3,"transferase activity, transferring hexosyl groups"
rho4,nucleotide binding
rho4,GTPase activity
rho4,GTP binding
yir035c,nucleotide binding
yir035c,molecular_function unknown
yir035c,oxidoreductase activity
pet191,molecular_function unknown
ysp3,serine-type endopeptidase activity
ysp3,peptidase activity
ysp3,serine-type peptidase activity
ysp3,hydrolase activity
ysp3,identical protein binding
gcd6,translation initiation factor activity
gcd6,guanyl-nucleotide exchange factor activity
gcd6,transferase activity
gcd6,nucleotidyltransferase activity
sam50,protein channel activity
cat5,monooxygenase activity
cat5,oxidoreductase activity
cat5,metal ion binding
cat5,transition metal ion binding
mvb12,ubiquitin binding
rps26ap,mRNA binding
rps26ap,structural constituent of ribosome
met16,catalytic activity
met16,phosphoadenylyl-sulfate reductase (thioredoxin) activity
met16,oxidoreductase activity
yjl045w,succinate dehydrogenase (ubiquinone) activity
yjl045w,electron carrier activity
yjl045w,oxidoreductase activity
yjl045w,"oxidoreductase activity, acting on the CH-CH group of donors"
yjl045w,flavin adenine dinucleotide binding
mxr2,oxidoreductase activity
mxr2,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"
mxr2,peptide-methionine (R)-S-oxide reductase activity
mxr2,metal ion binding
tim18,succinate dehydrogenase (ubiquinone) activity
tim18,protein channel activity
tim18,heme binding
tim18,ubiquinone binding
mrps18,structural constituent of ribosome
mrps18,mRNA 5'-UTR binding
mrps18,small ribosomal subunit rRNA binding
utp9,snoRNA binding
mth1,molecular_function unknown
isa2,iron ion binding
isa2,ferrous iron binding
isa2,metal ion binding
isa2,"2 iron, 2 sulfur cluster binding"
isa2,"4 iron, 4 sulfur cluster binding"
pre8,molecular_function unknown
pre8,endopeptidase activity
pre8,threonine-type endopeptidase activity
pre8,peptidase activity
pre8,hydrolase activity
erg27,nucleotide binding
erg27,3-keto sterol reductase activity
erg27,oxidoreductase activity
das1,ubiquitin-protein transferase activity
das1,"protein binding, bridging"
oxr1,molecular_function unknown
sgm1,molecular_function unknown
pop7,ribonuclease MRP activity
pop7,RNA binding
pop7,ribonuclease P activity
pop7,hydrolase activity
yml6,RNA binding
yml6,structural constituent of ribosome
tim23,protein channel activity
tim23,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
tim23,mitochondrion targeting sequence binding
fmp41,molecular_function unknown
fmp41,catalytic activity
fmp41,hydrolase activity
fmp41,metal ion binding
rsc8,DNA binding
rsc8,chromatin binding
rsc8,zinc ion binding
rsc8,DNA translocase activity
rsc8,metal ion binding
cdc40,second spliceosomal transesterification activity
vhr1,RNA polymerase II regulatory region sequence-specific DNA binding
vhr1,"RNA polymerase II transcription factor activity, sequence-specific transcription regulatory region DNA binding"
